SeniorCitizen,tenure,MonthlyCharges,TotalCharges,Churn,clv,tenure_monthly_interaction,premium_services_count,tenure_monthly_ratio,tenure_per_premium_service,gender_Male,Partner_Yes,Dependents_Yes,PhoneService_Yes,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaperlessBilling_Yes,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,clv_tier_Medium,clv_tier_High
0,16,20.15,341.35,0,222.39999999999998,322.4,0,0.7940446256057258,16000000.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,21,64.85,1336.8,0,1261.85,1361.85,2,0.3238242047212922,10.499994750002624,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,True,False,False,False,False,True,True,False
1,30,74.85,2181.75,0,2145.5,2245.5,1,0.4008015978516821,29.999970000030004,True,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,True,False,True,False
0,3,50.5,147.75,0,51.5,151.5,1,0.059405939417704175,2.9999970000030003,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,True,False,False
0,11,72.9,818.45,0,701.9000000000001,801.9000000000001,1,0.15089163030326982,10.999989000011,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,62,115.05,7133.45,0,7033.099999999999,7133.099999999999,4,0.5388961274324544,15.499996125000969,False,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False,True
0,18,19.0,348.8,0,242.0,342.0,0,0.9473683711911383,18000000.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,False,False
0,6,19.55,128.6,0,17.30000000000001,117.30000000000001,0,0.3069053551455061,6000000.0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
0,46,101.1,4674.4,0,4550.599999999999,4650.599999999999,1,0.45499504990113704,45.999954000046,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True
0,21,84.1,1737.45,0,1666.1,1766.1,0,0.24970273187035993,21000000.0,True,False,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
0,68,24.15,1498.85,0,1542.1999999999998,1642.1999999999998,0,2.8157348730544567,68000000.0,True,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
0,1,50.1,50.1,0,-49.9,50.1,0,0.019960079441914583,1000000.0,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,25,74.6,1797.75,0,1764.9999999999998,1864.9999999999998,1,0.33512063893940164,24.999975000025003,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,24,19.75,498.1,0,374.0,474.0,0,1.2151898118891233,24000000.0,False,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
0,30,85.0,2624.25,1,2450.0,2550.0,0,0.35294117231833916,30000000.0,False,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
0,2,80.55,184.1,1,61.099999999999994,161.1,0,0.024829298264068305,2000000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,51,106.8,5498.8,0,5346.8,5446.8,2,0.47752808541640374,25.499987250006374,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,False,False,True
0,57,84.5,4845.4,0,4716.5,4816.5,3,0.6745562050348378,18.999993666668775,False,True,True,True,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,15,25.05,369.1,0,275.75,375.75,0,0.5988023713052946,15000000.0,False,False,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,False,False
0,72,83.7,6096.9,0,5926.400000000001,6026.400000000001,4,0.8602150434860807,17.999995500001123,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,2,75.8,160.75,1,51.599999999999994,151.6,1,0.026385223926316308,1.9999980000020001,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,28,96.6,2684.35,0,2604.7999999999997,2704.7999999999997,2,0.28985506946319806,13.9999930000035,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,False,True,False
1,29,98.5,3004.15,1,2756.5,2856.5,1,0.294416240665825,28.999971000029003,True,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,True
0,70,101.1,6994.8,0,6977.0,7077.0,4,0.6923837715886868,17.499995625001095,True,True,True,True,False,False,True,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,True,True,False,False,False,True
0,13,20.2,273.25,0,162.59999999999997,262.59999999999997,0,0.6435643245760235,13000000.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
1,59,94.05,5483.9,0,5448.95,5548.95,4,0.6273258838136536,14.74999631250092,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,True
1,13,95.25,1233.65,1,1138.25,1238.25,0,0.1364829381996542,13000000.0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,True,False
1,7,74.4,527.9,1,420.80000000000007,520.8000000000001,0,0.09408602024077929,7000000.0,True,True,False,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,62,81.0,4985.9,0,4922.0,5022.0,3,0.7654320893156532,20.666659777780072,False,True,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True
0,21,60.25,1258.35,0,1165.25,1265.25,3,0.3485477120572994,6.999997666667444,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,True,False,True,False
0,2,60.85,111.4,0,21.700000000000003,121.7,1,0.03286770693726036,1.9999980000020001,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,1,43.95,43.95,0,-56.05,43.95,0,0.02275312803747149,1000000.0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False
0,4,86.05,308.1,0,244.2,344.2,1,0.046484601435391036,3.9999960000040002,True,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,True,False,False,False
0,19,20.25,383.65,0,284.75,384.75,0,0.9382715586038736,19000000.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,30,85.15,2555.9,1,2454.5,2554.5,1,0.35231943215126915,29.999970000030004,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,True,False,True,False
0,67,19.4,1284.2,0,1199.8,1299.8,0,3.4536080694016458,67000000.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False
1,72,102.65,7550.3,0,7290.8,7390.8,3,0.7014125601421085,23.999992000002667,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,False,False,False,False,True,False,True,True,True,False,False,False,True
0,53,19.9,1110.05,0,954.6999999999998,1054.6999999999998,0,2.6633164490795753,53000000.0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
0,5,19.55,99.6,0,-2.25,97.75,0,0.25575446262125506,5000000.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False
1,71,95.5,6707.15,0,6680.5,6780.5,3,0.7434554895973248,23.666658777780405,True,True,False,True,False,False,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,True,True,False,False,False,True
0,50,84.15,4164.4,0,4107.5,4207.5,3,0.5941770577043725,16.666661111112962,False,True,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,True,False,False,False,True
0,56,103.2,5873.75,0,5679.2,5779.2,2,0.5426356536566312,27.999986000007,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,2,50.2,109.25,0,0.4000000000000057,100.4,1,0.03984063665656102,1.9999980000020001,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,True,False,False,False,False
1,2,88.55,179.25,1,77.1,177.1,1,0.022586109287565114,1.9999980000020001,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,False,False
0,24,54.75,1338.15,1,1214.0,1314.0,1,0.43835615637705655,23.999976000024002,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False
0,46,19.95,862.4,0,817.6999999999999,917.6999999999999,0,2.305764295450411,46000000.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
0,71,116.25,8564.75,0,8153.75,8253.75,4,0.6107526829182565,17.74999556250111,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,True,False,False,True
0,29,31.2,926.2,0,804.8,904.8,1,0.9294871496959247,28.999971000029003,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,True,False,True,False
0,69,24.45,1718.2,0,1587.05,1687.05,0,2.822085774147821,69000000.0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True,False
0,71,84.2,5956.85,0,5878.2,5978.2,3,0.8432303937858623,23.666658777780405,True,True,False,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
1,1,91.3,91.3,1,-8.700000000000003,91.3,0,0.010952902399201507,1000000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,False
1,56,85.65,4824.45,0,4696.400000000001,4796.400000000001,4,0.6538236934754968,13.999996500000874,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,56,21.2,1238.65,0,1087.2,1187.2,0,2.6415093093627684,56000000.0,True,False,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False
0,1,79.5,79.5,1,-20.5,79.5,0,0.012578616193979672,1000000.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,28,25.55,672.2,0,615.4,715.4,0,1.0958903680669132,28000000.0,False,True,False,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,True,False
0,19,20.2,382.2,0,283.8,383.8,0,0.9405940128418805,19000000.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,False,True,False,False
0,66,63.85,4264.6,0,4114.1,4214.1,1,1.0336726541319867,65.999934000066,True,True,False,True,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,False,True
0,17,61.95,1070.7,0,953.1500000000001,1053.15,2,0.27441484625641893,8.499995750002125,False,True,True,True,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,True,True,False
0,52,25.75,1345.85,0,1239.0,1339.0,0,2.0194173973041787,52000000.0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False
0,19,58.2,1045.25,0,1005.8,1105.8,1,0.32646047549036983,18.999981000019,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,False,False,True,False,True,False
0,36,85.85,3003.55,0,2990.6,3090.6,4,0.41933604636766403,8.999997750000562,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,False,False,True
1,7,70.1,467.55,1,390.69999999999993,490.69999999999993,0,0.09985734522314772,7000000.0,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,72,104.9,7537.5,0,7452.8,7552.8,4,0.6863679629516877,17.999995500001123,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,True,False,False,False,True
0,67,111.3,7482.1,1,7357.099999999999,7457.099999999999,3,0.6019766343038937,22.33332588889137,True,True,True,True,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True
1,34,99.85,3343.15,0,3294.8999999999996,3394.8999999999996,2,0.3405107627390009,16.99999150000425,True,False,False,True,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,True,False,True,False,True,False,False,True
1,57,95.25,5427.05,1,5329.25,5429.25,2,0.5984251905677146,28.499985750007124,True,True,False,True,False,True,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,False,True,False,False,False,False,True
0,7,86.25,587.1,1,503.75,603.75,1,0.0811594193488763,6.9999930000070005,False,True,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,1,100.8,100.8,1,0.7999999999999972,100.8,1,0.009920634822215925,0.9999990000010001,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False
0,8,19.55,161.15,0,56.400000000000006,156.4,0,0.4092071401940081,8000000.0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False
0,69,104.0,7028.5,0,7076.0,7176.0,2,0.6634615320821007,34.49998275000862,False,False,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True
0,50,104.4,5232.9,0,5120.0,5220.0,2,0.4789271984777088,24.99998750000625,False,True,False,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,True,False,True
0,10,19.5,225.85,0,95.0,195.0,0,0.5128204865220263,10000000.0,True,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False
0,12,25.25,274.7,0,203.0,303.0,0,0.47524750593079185,12000000.0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,False,False
0,14,86.3,1180.95,1,1108.2,1208.2,1,0.162224795339226,13.999986000014001,False,False,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
0,70,49.85,3370.2,0,3389.5,3489.5,3,1.4042126097449827,23.333325555558147,False,True,False,False,True,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,True,True,False,False,False,False,True
1,64,108.95,7111.3,0,6872.8,6972.8,3,0.5874254191149572,21.333326222224592,False,False,False,True,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False,True
0,66,89.9,5958.85,0,5833.400000000001,5933.400000000001,4,0.7341490463387202,16.49999587500103,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True
0,71,82.0,5999.85,0,5722.0,5822.0,3,0.8658536479773946,23.666658777780405,False,True,True,True,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True
1,20,89.95,1648.45,0,1699.0,1799.0,0,0.22234574516569489,20000000.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False
0,72,79.35,5753.25,0,5613.2,5713.2,3,0.907372389321079,23.999992000002667,True,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,71,64.05,4492.9,0,4447.55,4547.55,4,1.108508960054505,17.74999556250111,False,True,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True
0,38,101.15,3956.7,0,3743.7000000000003,3843.7000000000003,1,0.3756796799240763,37.999962000038,True,True,True,True,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,True,False,False,False,True
0,28,89.95,2625.55,1,2418.6,2518.6,1,0.31128404323197284,27.999972000028002,False,False,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,True,False,True,False
1,17,76.45,1233.4,1,1199.65,1299.65,1,0.22236755758839036,16.999983000017,True,True,False,True,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,33,39.1,1309.0,0,1190.3,1290.3,1,0.8439897482355563,32.999967000033,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,True,False,True,False,True,False,True,False
0,23,34.6,813.45,0,695.8000000000001,795.8000000000001,2,0.6647398651809288,11.499994250002874,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
0,58,19.55,1108.8,0,1033.9,1133.9,0,2.966751766406559,58000000.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False
1,70,104.45,7349.35,0,7211.5,7311.5,2,0.6701771118221435,34.99998250000875,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,4,70.5,294.2,0,182.0,282.0,0,0.05673758784769379,4000000.0,True,True,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False
0,45,20.35,929.2,0,815.7500000000001,915.7500000000001,0,2.211302102638717,45000000.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,True,False
0,10,70.0,740.0,1,600.0,700.0,0,0.14285714081632656,10000000.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False
0,36,19.45,754.5,0,600.1999999999999,700.1999999999999,0,1.8508996477686557,36000000.0,True,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
0,54,69.9,3883.3,0,3674.6000000000004,3774.6000000000004,3,0.7725321777892392,17.999994000001998,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,False,True,False,False,True,False,True
0,23,59.7,1414.2,0,1273.1000000000001,1373.1000000000001,2,0.3852596250375272,11.499994250002874,True,True,True,True,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,True,False
0,41,78.35,3211.2,0,3112.35,3212.35,3,0.5232929097218518,13.666662111112629,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,False,True,False,True,True,False,False,False,True
1,5,71.45,371.6,0,257.25,357.25,0,0.06997900531869831,5000000.0,True,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,False,False
0,27,45.85,1246.4,0,1137.95,1237.95,2,0.5888767592393291,13.499993250003374,True,True,True,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,True,True,False,True,True,False,False,True,False
0,1,95.85,95.85,0,-4.150000000000006,95.85,1,0.01043296807060023,0.9999990000010001,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,False,False
0,67,35.7,2545.7,0,2291.9,2391.9,2,1.876750647710066,33.49998325000837,False,True,True,False,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False
1,72,89.55,6448.85,0,6347.599999999999,6447.599999999999,4,0.8040200915240638,17.999995500001123,False,True,True,True,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True
0,56,24.95,1468.9,0,1297.2,1397.2,0,2.2444888879964373,56000000.0,False,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,True,False,False,True,False
0,44,24.85,1013.6,0,993.4000000000001,1093.4,0,1.7706236712022665,44000000.0,True,True,True,True,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,True,False
1,66,100.8,6690.75,0,6552.8,6652.8,1,0.6547618982662511,65.999934000066,False,True,False,True,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True
0,34,64.4,2088.75,1,2089.6000000000004,2189.6000000000004,3,0.5279503023610201,11.333329555556814,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,True,True,False
0,69,105.35,7240.65,0,7169.15,7269.15,2,0.6549596520649298,34.49998275000862,False,True,False,True,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True
0,1,102.45,102.45,1,2.450000000000003,102.45,2,0.009760858860313726,0.499999750000125,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,False,False
0,40,19.65,830.25,0,686.0,786.0,0,2.03562330607515,40000000.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,True,False,False,True,False
0,30,54.45,1588.7,0,1533.5,1633.5,1,0.5509641772091061,29.999970000030004,True,True,True,True,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False
0,11,70.5,829.3,0,675.5,775.5,1,0.15602836658115793,10.999989000011,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,False,False,True,True,False
0,15,20.1,302.45,0,201.5,301.5,0,0.7462686195886258,15000000.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,11,69.35,712.25,0,662.8499999999999,762.8499999999999,1,0.158615715088454,10.999989000011,True,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,True,False,True,False,True,False
0,64,19.8,1336.65,0,1167.2,1267.2,0,3.2323230690745923,64000000.0,False,True,True,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,False
1,72,74.4,5360.75,0,5256.8,5356.8,4,0.967741922476587,17.999995500001123,True,True,False,True,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,True,False,False,False,False,False,True
1,72,93.05,6735.05,0,6599.599999999999,6699.599999999999,4,0.7737775306418321,17.999995500001123,True,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,False,False,False,False,True,True,False,False,False,False,True
0,1,51.2,51.2,0,-48.8,51.2,1,0.01953124961853028,0.9999990000010001,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
0,15,65.6,1010.0,0,883.9999999999999,983.9999999999999,4,0.2286585330997175,3.749999062500234,False,False,True,True,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,False,True,False,False,True,False,False,True,False
0,60,80.55,4847.05,0,4733.0,4833.0,2,0.7448789479220491,29.9999850000075,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,True,False,True,False,True,True,False,False,True,False,False,False,True
0,56,52.7,3019.7,0,2851.2000000000003,2951.2000000000003,2,1.0626185756618867,27.999986000007,True,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,True,False,True
0,8,20.85,161.65,0,66.80000000000001,166.8,0,0.38369302716100584,8000000.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,True,False,False
0,3,80.1,217.55,1,140.29999999999998,240.29999999999998,2,0.037453183053018944,1.499999250000375,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,False
0,49,52.15,2583.75,0,2455.35,2555.35,0,0.9395972974190356,49000000.0,False,True,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,True,False
0,2,80.2,146.05,1,60.400000000000006,160.4,0,0.02493765554940579,2000000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,True,False,False,False
0,6,98.15,567.45,1,488.9000000000001,588.9000000000001,4,0.06113092143524278,1.4999996250000938,False,False,False,True,False,False,True,False,False,True,False,True,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,False
0,70,114.95,7711.25,0,7946.5,8046.5,4,0.6089604122752466,17.499995625001095,True,False,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,False,False,True
0,12,112.95,1384.75,1,1255.4,1355.4,3,0.10624169892658965,3.999998666667111,True,False,False,True,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,True,False
1,52,104.45,5481.25,0,5331.400000000001,5431.400000000001,3,0.49784585449644947,17.33332755555748,True,True,False,True,False,False,True,False,False,True,False,False,False,True,False,True,False,True,False,True,True,False,True,False,False,False,False,True
0,72,113.65,8124.2,0,8082.8,8182.8,4,0.6335239715484032,17.999995500001123,False,True,False,True,False,True,True,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,True,False,False,False,True
0,40,20.6,827.3,0,724.0,824.0,0,1.9417474785559474,40000000.0,False,False,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,False,True,False
0,1,70.9,70.9,1,-29.099999999999994,70.9,0,0.014104372156496866,1000000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False
1,3,86.85,220.95,1,160.54999999999995,260.54999999999995,1,0.03454231393733663,2.9999970000030003,False,False,False,True,False,False,True,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,False
1,40,91.55,3673.6,0,3562.0,3662.0,0,0.43691971122971374,40000000.0,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,True,False,True,False,False,True
0,1,49.85,49.85,0,-50.15,49.85,1,0.02006018013921404,0.9999990000010001,True,False,True,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,False
0,30,19.8,576.65,0,494.0,594.0,0,1.515151438628715,30000000.0,True,True,False,True,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,False
0,23,99.85,2331.3,1,2196.5499999999997,2296.5499999999997,2,0.2303455159705006,11.499994250002874,True,True,True,True,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,True,False,True,False,True,False
0,1,74.5,74.5,1,-25.5,74.5,0,0.013422818611774247,1000000.0,True,True,True,True,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False
